blueWins,blueFirstBlood,exblueWardsPlaced,exblueWardsDestroyed,exblueKills,exblueDeaths,exblueAssists,exblueDragons,exblueHeralds,exblueTowersDestroyed,exblueTotalGold,exblueAvgLevel,exblueTotalExperience,exblueTotalMinionsKilled,exblueTotalJungleMinionsKilled,exblueCSPerMin,exblueGoldPerMin
0,0,9,2,4,-4,4,0,1,0,3152,0.5999999999999996,2104,20,12,2.0,315.20000000000005
0,1,-13,1,0,0,4,-1,0,0,120,0.0,-497,11,-12,1.0999999999999979,12.0
1,1,6,1,2,-2,2,-1,-1,0,1377,0.0,-221,-19,13,-1.9000000000000021,137.70000000000005
1,1,10,-1,4,-4,3,0,1,0,3071,0.6000000000000005,2643,10,28,1.0,307.10000000000014
1,1,5,-1,8,-8,7,1,0,1,6148,0.7999999999999998,3541,55,10,5.5,614.8
1,1,-28,1,2,-2,2,1,-1,-1,295,0.0,791,3,2,0.29999999999999716,29.5
1,1,-1,0,0,0,-2,0,0,0,451,0.0,1157,8,11,0.8000000000000007,45.09999999999991
1,0,29,0,2,-2,6,-1,0,0,732,0.0,280,-3,-26,-0.29999999999999716,73.20000000000005
0,0,3,2,1,-1,9,-1,0,0,920,0.0,-386,19,-8,1.9000000000000021,92.0
0,0,-42,1,-3,3,-3,-1,0,0,-2039,-0.20000000000000018,-2297,-24,12,-2.400000000000002,-203.9000000000001
0,0,-2,-1,-7,7,-10,-1,-1,-1,-5036,-0.8000000000000007,-2248,-43,-20,-4.300000000000001,-503.60000000000014
0,0,-3,5,-1,1,-8,1,0,0,-540,0.40000000000000036,1330,21,8,2.1000000000000014,-54.0
0,0,14,-5,-1,1,-1,-1,1,0,-1319,-0.20000000000000018,-840,-20,-4,-2.0,-131.89999999999986
1,1,-27,1,2,-2,5,0,0,0,2555,0.20000000000000018,2123,85,-1,8.500000000000002,255.5
0,1,4,1,-3,3,-7,1,0,0,-2663,-0.7999999999999998,-2578,-45,-5,-4.5,-266.3000000000002
1,1,-21,5,-2,2,-1,-1,1,0,17,0.20000000000000018,44,47,-25,4.699999999999999,1.7000000000000455
0,1,2,-1,0,0,-4,0,0,0,-859,-0.6000000000000005,-1186,-38,-21,-3.8000000000000007,-85.90000000000009
0,1,0,-3,-1,1,-1,-1,0,0,61,0.20000000000000018,1120,14,0,1.3999999999999986,6.099999999999909
1,1,-7,2,0,0,-8,-1,1,-1,-1761,-0.20000000000000018,-385,-4,2,-0.40000000000000213,-176.0999999999999
1,0,42,-1,2,-2,6,1,0,0,1076,0.6000000000000005,1282,-24,5,-2.3999999999999986,107.60000000000014
1,1,2,4,3,-3,5,-1,0,0,2198,0.40000000000000036,1355,21,-20,2.1000000000000014,219.79999999999995
0,1,3,2,3,-3,3,0,0,0,626,0.0,98,-18,0,-1.8000000000000007,62.600000000000136
1,0,1,2,1,-1,0,1,0,0,911,0.20000000000000018,449,-7,7,-0.6999999999999993,91.09999999999991
1,1,-2,2,5,-5,4,0,0,0,4666,1.0,4288,65,28,6.5,466.5999999999999
1,0,22,-1,0,0,6,1,1,1,1167,0.0,-431,3,-5,0.3000000000000007,116.70000000000005
0,0,-20,-2,-3,3,-1,-1,0,0,-2454,-0.20000000000000018,-1437,-42,-15,-4.199999999999999,-245.4000000000001
0,0,3,-2,-5,5,-5,-1,1,0,-3580,-0.39999999999999947,-2967,-33,-19,-3.3000000000000007,-358.0
0,1,-38,-1,6,-6,10,0,0,0,4185,0.7999999999999998,3377,57,4,5.699999999999999,418.5
1,0,-36,-1,4,-4,9,-1,0,0,1899,0.20000000000000018,308,16,-13,1.5999999999999979,189.9000000000001
1,0,-4,0,-3,3,-5,-1,0,0,-435,-0.20000000000000018,-427,29,-17,2.8999999999999986,-43.5
0,0,-6,-1,-3,3,0,1,-1,-1,-3025,-0.5999999999999996,-1823,-6,-3,-0.6000000000000014,-302.5
0,0,23,2,-3,3,-2,-1,-1,-1,-3035,0.20000000000000018,188,-9,0,-0.8999999999999986,-303.5
0,1,3,-5,0,0,-1,-1,0,0,118,0.0,-532,-2,-18,-0.1999999999999993,11.799999999999955
0,0,0,0,2,-2,6,-1,0,0,1004,0.40000000000000036,1446,9,15,0.8999999999999986,100.40000000000009
1,0,-55,-4,1,-1,-2,1,0,0,725,0.0,626,21,5,2.099999999999998,72.5
1,1,-18,1,6,-6,4,1,0,0,3316,0.7999999999999998,2032,45,-16,4.5,331.60000000000014
0,1,-4,0,-1,1,-8,-1,0,0,-1400,-0.40000000000000036,-644,-5,7,-0.5,-140.0
1,0,-4,1,4,-4,3,1,0,0,1824,0.20000000000000018,1204,11,0,1.1000000000000014,182.4000000000001
0,1,-8,1,1,-1,1,-1,1,0,817,-0.20000000000000018,350,3,10,0.3000000000000007,81.70000000000005
1,1,-24,0,5,-5,3,0,0,0,3170,0.40000000000000036,1984,61,-15,6.100000000000001,317.0
0,0,0,1,0,0,-2,-1,-1,0,-6,0.20000000000000018,1004,38,4,3.8000000000000007,-0.599999999999909
1,1,46,13,4,-4,5,0,0,0,2896,0.20000000000000018,1330,8,7,0.7999999999999972,289.5999999999999
1,1,2,1,7,-7,6,1,0,0,4991,1.0,3364,43,20,4.300000000000001,499.10000000000014
0,0,0,0,-5,5,-2,-1,1,0,-2639,0.0,-953,2,-6,0.1999999999999993,-263.89999999999986
1,0,37,1,3,-3,10,1,1,0,2087,0.0,650,8,15,0.7999999999999972,208.70000000000005
1,0,21,0,-4,4,-9,-1,1,-1,-1933,-0.20000000000000018,15,36,11,3.6000000000000014,-193.29999999999995
0,1,3,-1,4,-4,-1,1,0,0,2975,1.0,3977,39,18,3.900000000000002,297.5
0,1,-106,2,1,-1,0,-1,-1,0,2783,0.40000000000000036,1603,61,12,6.100000000000001,278.29999999999995
0,1,15,3,0,0,1,1,-1,-1,-1555,-0.20000000000000018,-1025,-2,-1,-0.1999999999999993,-155.5
1,0,-7,-1,-2,2,-1,1,-1,0,-2565,0.0,-1593,-28,-8,-2.8000000000000007,-256.5
0,0,6,0,-4,4,-5,1,0,0,-673,0.0,-48,27,24,2.6999999999999993,-67.29999999999995
1,1,1,0,9,-9,11,0,1,0,4012,0.7999999999999998,3080,14,0,1.3999999999999986,401.20000000000005
1,1,23,0,-2,2,-2,1,0,0,-981,0.0,-994,-14,-9,-1.3999999999999986,-98.10000000000014
0,0,17,4,-7,7,-8,0,0,0,-4557,-0.40000000000000036,-3571,-52,-15,-5.199999999999999,-455.70000000000005
0,0,-2,1,0,0,5,0,0,0,811,-0.20000000000000018,241,7,3,0.7000000000000028,81.09999999999991
1,1,-3,3,11,-11,12,0,0,1,6375,1.0,3949,86,-26,8.600000000000001,637.5000000000002
1,0,1,2,0,0,-1,1,0,0,557,0.40000000000000036,1853,29,-9,2.8999999999999986,55.700000000000045
1,0,-5,3,7,-7,12,-1,1,0,3183,0.40000000000000036,1321,5,-16,0.5,318.2999999999997
1,0,1,1,-3,3,-2,0,0,0,-1148,0.0,-818,8,3,0.7999999999999972,-114.80000000000018
0,0,-1,-1,-1,1,-4,0,1,0,-447,0.20000000000000018,676,11,19,1.1000000000000014,-44.69999999999982
0,0,-57,2,-3,3,-3,-1,0,0,53,-0.20000000000000018,-48,44,1,4.399999999999999,5.2999999999999545
0,0,20,-3,-2,2,4,1,0,0,-840,0.0,949,-43,17,-4.299999999999997,-84.0
1,1,-1,-1,2,-2,5,-1,1,0,1187,0.20000000000000018,285,1,5,0.10000000000000142,118.70000000000005
1,0,-3,-2,-4,4,0,1,0,0,-1753,0.0,-1095,-27,4,-2.6999999999999993,-175.29999999999995
1,0,3,1,0,0,0,0,0,0,-172,0.20000000000000018,1613,1,12,0.10000000000000142,-17.200000000000045
1,1,1,2,-1,1,-7,1,0,0,777,0.40000000000000036,1580,31,19,3.1000000000000014,77.70000000000005
1,1,2,2,8,-8,10,1,0,0,1906,0.20000000000000018,1369,-13,-13,-1.3000000000000007,190.5999999999999
1,0,-4,6,3,-3,5,0,0,0,2310,0.20000000000000018,1946,40,12,4.0,231.0
0,0,4,0,-2,2,-10,-1,-1,0,-1213,-0.20000000000000018,-276,19,-12,1.8999999999999986,-121.29999999999995
1,0,-3,0,4,-4,2,-1,1,0,2488,0.6000000000000005,2722,61,-15,6.100000000000001,248.79999999999995
1,0,-23,1,3,-3,0,0,1,0,1399,0.8000000000000007,2616,33,7,3.299999999999997,139.9000000000001
1,0,1,-1,0,0,4,-1,0,0,1376,0.0,1018,-1,17,-0.09999999999999787,137.5999999999999
1,1,21,4,3,-3,4,1,-1,0,265,0.40000000000000036,241,1,13,0.10000000000000142,26.5
0,0,5,0,-3,3,-2,-1,1,0,-1782,-0.20000000000000018,-1311,-30,-6,-3.0,-178.20000000000005
1,1,1,-2,0,0,-2,1,0,0,-535,-0.20000000000000018,-691,-19,2,-1.8999999999999986,-53.5
0,1,2,2,1,-1,1,-1,0,0,-727,0.0,-675,-26,0,-2.599999999999998,-72.70000000000005
1,1,3,1,6,-6,5,1,0,0,3805,0.8000000000000007,3162,39,27,3.900000000000002,380.5
1,1,0,1,10,-10,10,1,0,1,5797,0.7999999999999998,4456,-9,12,-0.9000000000000021,579.7
1,1,-112,0,5,-5,4,0,0,0,3539,0.7999999999999998,2952,36,15,3.6000000000000014,353.89999999999986
1,0,2,-2,-3,3,-2,0,1,-1,-3183,-0.40000000000000036,-1884,-59,-21,-5.900000000000002,-318.29999999999995
0,0,91,0,-5,5,-7,-1,0,0,-4033,-0.40000000000000036,-1850,-22,-8,-2.1999999999999993,-403.29999999999995
0,1,3,-2,-1,1,1,-1,-1,0,-1176,-0.40000000000000036,-671,-30,1,-3.0,-117.59999999999991
1,1,8,-1,-3,3,-7,1,1,0,-1402,-0.40000000000000036,-2295,-32,-7,-3.1999999999999993,-140.20000000000005
0,1,45,-1,0,0,-1,-1,0,0,761,0.20000000000000018,830,0,3,0.0,76.09999999999991
0,1,5,-3,-1,1,4,-1,0,0,1038,0.0,454,54,-22,5.400000000000002,103.80000000000018
0,0,-1,-5,-13,13,-17,-1,0,0,-6402,-0.7999999999999998,-4189,-26,-17,-2.6000000000000014,-640.2000000000003
0,0,-20,19,-8,8,-7,-1,0,0,-5427,-1.4000000000000004,-4559,-75,-18,-7.5,-542.7
0,1,-2,14,-1,1,-1,0,0,0,-194,0.0,431,-1,-9,-0.09999999999999787,-19.40000000000009
1,0,7,-4,-1,1,-3,-1,0,0,-2263,0.0,-1397,-28,-23,-2.8000000000000007,-226.29999999999995
0,0,10,0,3,-3,-1,0,1,0,1693,0.39999999999999947,1979,28,9,2.8000000000000007,169.29999999999995
0,0,-4,1,-5,5,-11,-1,1,0,-2231,-0.39999999999999947,-857,5,1,0.5,-223.0999999999999
1,1,-28,0,7,-7,5,1,0,0,3362,1.0,3874,50,2,5.0,336.20000000000005
1,0,8,1,6,-6,2,-1,1,1,2840,0.20000000000000018,1792,-1,-8,-0.10000000000000142,284.0
0,0,-26,0,-2,2,-1,-1,0,0,-2606,-0.7999999999999998,-3164,-37,-29,-3.6999999999999993,-260.5999999999999
1,0,-154,3,2,-2,3,0,0,0,1884,0.20000000000000018,1452,26,17,2.6000000000000014,188.4000000000001
1,1,-24,-1,3,-3,0,1,0,0,2849,0.6000000000000005,1925,55,19,5.5,284.9000000000001
1,0,-30,-5,-4,4,0,0,0,0,-3756,-0.7999999999999998,-3280,-53,-32,-5.300000000000001,-375.60000000000014
1,0,-2,2,9,-9,5,1,-1,0,2577,0.6000000000000005,2588,3,-1,0.3000000000000007,257.70000000000005
1,0,-12,3,-3,3,-4,1,0,0,-1777,-0.20000000000000018,52,-15,3,-1.5,-177.70000000000005
0,0,22,-1,-5,5,-8,-1,1,0,-1526,-0.40000000000000036,-1082,0,19,0.0,-152.5999999999999
1,1,6,0,3,-3,0,1,0,0,338,0.20000000000000018,-232,-2,4,-0.1999999999999993,33.799999999999955
1,0,5,1,-3,3,-3,0,0,0,-758,0.20000000000000018,920,32,0,3.1999999999999993,-75.80000000000018
1,1,3,3,8,-8,11,1,-1,1,5062,0.6000000000000005,1996,38,0,3.8000000000000007,506.20000000000005
0,1,-1,4,6,-6,4,1,1,0,3367,0.5999999999999996,1963,6,24,0.6000000000000014,336.70000000000005
0,0,-2,1,-5,5,-2,1,0,-1,-4591,-0.20000000000000018,-1620,-38,10,-3.8000000000000007,-459.0999999999999
0,1,66,-2,1,-1,2,-1,1,0,121,0.20000000000000018,264,-4,-20,-0.3999999999999986,12.099999999999909
0,0,-1,0,-4,4,-2,0,-1,0,-1635,-0.20000000000000018,-1467,22,-22,2.1999999999999993,-163.5
1,1,-2,0,6,-6,8,1,0,0,4756,0.7999999999999998,3562,64,25,6.399999999999999,475.60000000000014
1,1,5,0,7,-7,9,1,1,0,3848,0.6000000000000005,2704,35,7,3.5,384.79999999999995
1,1,1,-1,1,-1,-1,-1,0,0,463,-0.40000000000000036,275,9,0,0.9000000000000021,46.299999999999955
0,0,-1,3,5,-5,2,-1,1,0,3305,0.40000000000000036,2586,20,4,2.0,330.5
1,1,-4,3,5,-5,7,1,0,0,2473,0.20000000000000018,565,19,21,1.8999999999999986,247.29999999999995
0,0,3,-2,-1,1,-3,1,0,0,153,0.20000000000000018,713,-3,15,-0.3000000000000007,15.299999999999955
1,1,39,1,5,-5,10,1,0,0,3125,0.40000000000000036,1784,10,2,1.0,312.5
1,1,17,-1,1,-1,4,-1,-1,0,2352,0.0,133,37,-5,3.6999999999999993,235.19999999999982
0,0,-27,2,-5,5,-3,1,1,0,-454,0.0,23,42,28,4.200000000000003,-45.40000000000009
0,0,-25,-4,-2,2,-5,-1,1,0,-1840,-0.6000000000000005,-2402,-36,-5,-3.599999999999998,-184.0
0,1,-4,-1,1,-1,4,1,1,0,900,0.0,-802,-8,15,-0.8000000000000007,90.0
0,1,-4,2,0,0,1,-1,-1,0,96,0.0,-21,-12,3,-1.1999999999999993,9.600000000000136
0,0,-2,0,-5,5,-7,0,-1,0,-2004,-0.20000000000000018,-1407,-1,7,-0.09999999999999787,-200.4000000000001
0,0,-6,-1,-2,2,-8,-1,0,0,-2761,-0.7999999999999998,-2185,-68,1,-6.800000000000001,-276.10000000000014
1,1,3,-1,-1,1,-4,1,0,0,-633,-0.20000000000000018,-1323,28,-1,2.799999999999997,-63.299999999999955
0,0,-6,4,-3,3,-2,-1,-1,0,-1558,0.0,-1782,-13,15,-1.2999999999999972,-155.79999999999995
0,1,-2,1,5,-5,5,1,0,0,393,0.0,-1055,-49,-12,-4.899999999999999,39.299999999999955
0,0,0,1,-1,1,-1,1,0,0,-873,0.20000000000000018,308,-11,3,-1.1000000000000014,-87.29999999999995
1,1,2,0,1,-1,4,1,1,0,1063,-0.20000000000000018,553,1,17,0.09999999999999787,106.29999999999995
0,0,2,-1,-8,8,-10,-1,0,0,-3752,-1.2000000000000002,-3349,-34,12,-3.3999999999999986,-375.20000000000005
0,1,-30,1,2,-2,-5,1,0,0,1550,0.6000000000000005,2512,39,9,3.900000000000002,155.0
0,1,-7,3,1,-1,2,-1,0,0,611,0.0,381,8,2,0.8000000000000007,61.09999999999991
1,0,27,-1,-3,3,-5,-1,0,0,-616,0.20000000000000018,728,6,16,0.6000000000000014,-61.600000000000136
1,0,2,-2,0,0,-6,1,1,0,151,0.39999999999999947,1281,1,32,0.09999999999999787,15.100000000000136
1,1,1,1,5,-5,6,-1,0,0,1518,0.0,-5,6,-16,0.6000000000000014,151.80000000000018
1,1,64,2,4,-4,4,1,1,0,1241,0.40000000000000036,2416,-30,0,-3.0,124.10000000000014
1,1,2,-3,1,-1,1,0,0,0,780,-0.20000000000000018,74,-24,-4,-2.3999999999999986,78.0
1,1,0,-2,-1,1,0,-1,0,0,-2725,-0.7999999999999998,-3568,-90,-7,-9.0,-272.5
0,1,-5,-1,0,0,3,-1,1,0,37,-0.6000000000000005,-905,7,-14,0.6999999999999993,3.7000000000000455
1,0,0,-1,2,-2,-2,1,0,0,815,-0.20000000000000018,590,42,2,4.199999999999999,81.5
1,0,-2,3,1,-1,2,-1,-1,0,951,0.20000000000000018,2193,28,16,2.8000000000000007,95.09999999999991
0,0,-4,-1,-9,9,-11,0,-1,0,-4885,-1.0,-3111,-58,-1,-5.800000000000001,-488.5
0,0,2,-2,-6,6,-5,-1,0,0,-4527,-0.6000000000000005,-3126,-31,-12,-3.099999999999998,-452.70000000000005
1,1,-27,0,2,-2,0,1,0,0,1239,-0.20000000000000018,-1051,22,-25,2.200000000000003,123.89999999999986
1,1,-1,2,-1,1,-2,1,-1,0,-988,-0.5999999999999996,-1427,-7,-13,-0.7000000000000028,-98.79999999999995
1,1,3,-1,5,-5,3,-1,1,0,2216,0.40000000000000036,1580,13,-24,1.3000000000000007,221.60000000000014
0,1,0,0,-1,1,-2,1,1,0,-101,-0.6000000000000005,-1320,-2,-6,-0.1999999999999993,-10.100000000000136
1,1,-150,2,0,0,-2,-1,1,0,225,0.20000000000000018,824,16,-2,1.5999999999999979,22.5
0,0,1,2,-7,7,-7,-1,0,0,-4737,-1.0,-3600,-54,1,-5.400000000000002,-473.70000000000005
1,1,1,0,7,-7,3,1,0,0,3742,1.0,3229,28,4,2.8000000000000007,374.20000000000005
0,1,3,2,-3,3,-2,1,0,0,-1866,-0.6000000000000005,-1885,-33,7,-3.3000000000000007,-186.5999999999999
1,1,-24,1,4,-4,3,1,0,0,1997,0.0,1560,7,12,0.7000000000000028,199.70000000000005
0,1,-24,-3,-5,5,-12,0,0,0,-2794,-0.6000000000000005,-2624,-6,-16,-0.6000000000000014,-279.39999999999986
1,1,-3,3,3,-3,9,1,0,0,1236,0.1999999999999993,1018,23,1,2.3000000000000007,123.59999999999991
0,1,1,-3,-2,2,-1,1,-1,0,-13,-0.20000000000000018,-1792,28,8,2.8000000000000007,-1.2999999999999545
1,1,-12,2,1,-1,-1,0,0,0,1128,0.0,498,20,6,2.0,112.79999999999995
0,1,58,1,-2,2,-2,-1,0,0,-529,0.20000000000000018,-54,12,-6,1.1999999999999993,-52.90000000000009
0,0,-6,-1,-1,1,1,-1,0,0,-486,-0.20000000000000018,-137,-6,-1,-0.6000000000000014,-48.600000000000136
1,1,-38,-4,-2,2,-2,0,-1,0,-1445,0.0,-736,8,-21,0.8000000000000007,-144.5
0,0,-23,0,-4,4,-1,-1,0,0,-2727,-1.0,-4122,-33,-17,-3.3000000000000007,-272.70000000000005
0,1,7,-3,3,-3,9,1,0,0,1036,-0.20000000000000018,-663,-50,-12,-5.0,103.60000000000014
0,0,4,-1,0,0,-1,0,0,0,-799,0.0,-588,-44,4,-4.399999999999999,-79.89999999999986
0,0,-5,-3,-4,4,-9,-1,-1,-1,-4413,-0.40000000000000036,-1993,-90,-15,-9.0,-441.29999999999995
0,1,92,-3,0,0,-5,-1,1,0,-153,-0.20000000000000018,79,13,1,1.3000000000000007,-15.299999999999955
0,0,-46,1,-6,6,-8,0,0,0,-2286,-0.20000000000000018,-976,2,-4,0.20000000000000284,-228.60000000000014
0,0,0,1,-1,1,-1,-1,0,0,-1002,0.0,-378,-30,0,-3.0,-100.20000000000005
1,1,9,0,12,-12,16,1,1,0,7125,0.39999999999999947,3657,67,14,6.699999999999999,712.5000000000002
1,0,3,3,2,-2,7,1,0,0,840,-0.20000000000000018,196,27,-14,2.6999999999999993,84.0
1,0,0,-2,-2,2,-4,-1,1,1,468,0.0,558,37,9,3.700000000000003,46.799999999999955
1,0,3,-1,3,-3,-2,1,0,0,248,0.40000000000000036,582,-33,-6,-3.3000000000000007,24.800000000000182
0,0,0,0,-4,4,-2,-1,-1,-1,-3832,-0.5999999999999996,-3324,-62,6,-6.200000000000003,-383.20000000000005
1,1,-1,0,11,-11,14,1,0,1,8284,1.0,4654,49,20,4.900000000000002,828.3999999999999
1,1,-49,12,4,-4,1,-1,0,0,1295,0.20000000000000018,1167,-15,-3,-1.5,129.5
1,0,-3,-1,-4,4,-7,1,-1,0,-3331,-0.7999999999999998,-3464,-30,-19,-3.0,-333.10000000000014
1,0,9,0,2,-2,4,1,1,0,1049,0.20000000000000018,811,-42,21,-4.199999999999999,104.90000000000009
0,1,0,2,-1,1,0,1,0,-1,-1305,-0.6000000000000005,-2023,4,-14,0.40000000000000213,-130.5
0,0,-19,2,-5,5,-4,-1,-1,0,-3739,-1.0,-3541,-53,-4,-5.300000000000001,-373.9000000000001
1,1,2,0,0,0,-2,1,1,0,-252,0.40000000000000036,77,-9,8,-0.8999999999999986,-25.200000000000045
0,0,1,0,0,0,-2,-1,0,0,-809,0.20000000000000018,411,-25,7,-2.5,-80.90000000000009
0,1,1,0,-3,3,-4,-1,0,0,-2062,-0.20000000000000018,-1466,-18,-2,-1.8000000000000007,-206.20000000000005
0,0,-91,1,0,0,4,1,0,0,-84,0.0,570,0,3,0.0,-8.400000000000091
1,1,-3,-1,2,-2,0,-1,0,0,628,0.20000000000000018,-243,19,-21,1.9000000000000021,62.799999999999955
1,0,-2,1,4,-4,11,-1,0,0,1344,0.40000000000000036,2079,-13,0,-1.3000000000000007,134.4000000000001
0,0,4,3,-5,5,-11,1,-1,0,-3848,-0.40000000000000036,-2091,-13,-12,-1.3000000000000007,-384.8000000000002
0,1,-9,0,2,-2,3,1,0,0,1515,0.20000000000000018,590,8,-5,0.8000000000000007,151.5
0,0,6,1,0,0,-4,0,0,0,462,0.40000000000000036,1726,-2,7,-0.1999999999999993,46.19999999999982
1,1,-28,14,3,-3,7,1,0,0,1058,0.40000000000000036,1196,-16,13,-1.6000000000000014,105.79999999999995
0,1,-4,-2,-2,2,-6,-1,0,0,-554,-0.20000000000000018,-483,-9,9,-0.9000000000000021,-55.399999999999864
1,1,-5,-1,-2,2,-5,0,0,0,-460,-0.20000000000000018,-842,-17,19,-1.6999999999999993,-46.0
0,1,0,0,-2,2,-4,-1,0,0,-1130,-0.40000000000000036,-347,-24,15,-2.3999999999999986,-113.0
0,0,-36,0,-7,7,-14,0,1,0,-3919,-1.0,-3135,-8,-15,-0.8000000000000007,-391.89999999999986
1,0,24,-3,0,0,0,-1,0,0,-677,0.0,-67,-24,4,-2.3999999999999986,-67.70000000000005
0,1,-32,-6,-4,4,-1,0,0,0,-819,-0.20000000000000018,-1926,-35,2,-3.5,-81.90000000000009
1,0,-6,0,1,-1,2,1,0,0,733,0.5999999999999996,810,-17,24,-1.6999999999999993,73.29999999999995
1,0,5,5,-3,3,1,-1,0,0,-847,-0.20000000000000018,-267,6,-13,0.5999999999999979,-84.70000000000005
0,1,-29,2,2,-2,-2,-1,0,0,737,0.20000000000000018,1094,-21,19,-2.1000000000000014,73.70000000000005
1,0,-22,1,3,-3,4,1,0,0,1891,0.0,603,19,-3,1.9000000000000021,189.0999999999999
0,0,4,2,-4,4,-6,-1,0,0,-3130,-0.6000000000000005,-2448,-42,6,-4.200000000000003,-313.0
1,1,-5,0,1,-1,3,1,0,0,147,-0.40000000000000036,-1425,-13,-14,-1.3000000000000007,14.700000000000045
1,1,57,1,4,-4,2,1,0,0,687,-0.20000000000000018,563,-5,-18,-0.5,68.70000000000005
0,0,73,0,-6,6,-6,-1,0,0,-3180,-1.1999999999999993,-3196,17,-5,1.6999999999999993,-318.0
0,0,-31,2,-1,1,-1,-1,-1,0,-144,-0.20000000000000018,-867,21,-16,2.1000000000000014,-14.400000000000091
0,0,20,1,-7,7,-4,1,-1,-1,-6374,-1.2000000000000002,-4421,-67,-15,-6.699999999999999,-637.4000000000001
0,1,-8,2,-1,1,-5,-1,-1,0,-947,0.0,-1040,-26,3,-2.6000000000000014,-94.70000000000005
1,0,0,-3,-3,3,-4,0,0,0,-3074,-0.7999999999999998,-2611,-36,-17,-3.6000000000000014,-307.39999999999986
1,1,1,1,6,-6,2,1,0,0,2098,0.0,1150,-7,9,-0.6999999999999993,209.80000000000018
1,0,-1,3,-1,1,4,-1,0,0,-1270,-0.40000000000000036,-2363,-73,-4,-7.300000000000001,-127.0
1,0,-1,-5,-2,2,-2,-1,0,0,-2089,-0.5999999999999996,-2275,-49,4,-4.900000000000002,-208.9000000000001
1,1,-1,1,8,-8,7,0,0,0,3404,0.40000000000000036,2513,27,1,2.6999999999999993,340.39999999999986
1,1,1,-3,-4,4,4,-1,1,0,-206,-0.20000000000000018,-1476,-38,6,-3.8000000000000007,-20.59999999999991
1,1,0,3,2,-2,1,1,1,0,1396,0.20000000000000018,2369,69,-13,6.899999999999999,139.60000000000014
0,1,-101,-2,-2,2,-3,-1,0,0,-2475,-0.5999999999999996,-3608,-74,-8,-7.399999999999999,-247.5
1,0,-3,-1,-3,3,1,-1,0,0,-2111,-0.20000000000000018,-1385,-59,-25,-5.899999999999999,-211.0999999999999
0,0,1,-2,0,0,1,-1,0,0,-375,0.20000000000000018,-547,-17,-9,-1.6999999999999993,-37.5
0,1,80,-2,-3,3,-5,1,0,0,-1942,-0.40000000000000036,-2662,-31,-4,-3.099999999999998,-194.20000000000005
1,0,8,3,-2,2,-2,1,0,0,-426,-0.20000000000000018,-323,-3,11,-0.3000000000000007,-42.600000000000136
0,0,3,1,-4,4,-5,1,0,0,-2794,-0.6000000000000005,-2688,-60,-21,-6.0,-279.4000000000001
0,1,-2,-1,-10,10,-11,-1,0,0,-7218,-1.3999999999999995,-5853,-76,-25,-7.600000000000001,-721.8
0,1,-6,1,4,-4,2,-1,-1,0,1175,0.40000000000000036,963,5,-23,0.5,117.5
0,1,-92,3,-2,2,-2,-1,0,0,-1420,0.0,-1415,8,-16,0.8000000000000007,-142.0
0,1,-1,2,-1,1,-3,-1,0,0,-265,-0.20000000000000018,-872,10,-13,1.0,-26.5
1,1,0,0,-5,5,-6,-1,0,0,-797,-0.1999999999999993,-532,46,-9,4.600000000000001,-79.70000000000005
1,0,55,0,5,-5,14,1,-1,0,3201,0.20000000000000018,2000,40,-21,4.0,320.0999999999999
0,1,-2,0,-1,1,-6,-1,0,0,-632,0.0,675,12,-9,1.1999999999999993,-63.200000000000045
1,1,3,1,5,-5,2,-1,0,0,2493,0.40000000000000036,1826,18,15,1.8000000000000007,249.29999999999995
1,0,3,-1,5,-5,-2,-1,1,0,3158,0.6000000000000005,2594,68,-9,6.800000000000001,315.79999999999995
0,0,-18,-1,-1,1,2,-1,-1,0,-1127,-0.40000000000000036,-1496,-13,-9,-1.2999999999999972,-112.70000000000005
0,1,-38,2,2,-2,-2,0,0,0,-296,0.20000000000000018,872,-51,11,-5.100000000000001,-29.59999999999991
1,0,20,1,-4,4,-6,-1,0,0,-1473,0.0,-29,0,11,0.0,-147.29999999999995
0,1,-40,-1,1,-1,0,-1,0,0,810,0.20000000000000018,98,6,-12,0.6000000000000014,81.0
1,0,26,-1,-3,3,-7,-1,-1,0,-180,0.20000000000000018,-102,-7,4,-0.6999999999999993,-18.0
1,0,0,-1,-2,2,-2,-1,0,0,-839,-0.20000000000000018,63,4,0,0.3999999999999986,-83.90000000000009
1,0,-26,3,3,-3,-1,-1,1,0,1030,0.40000000000000036,914,26,4,2.6000000000000014,103.0
1,0,0,0,-1,1,-3,1,0,0,-885,-0.20000000000000018,180,1,18,0.09999999999999787,-88.5
0,1,3,0,2,-2,9,1,-1,0,186,-0.20000000000000018,-741,-6,-6,-0.6000000000000014,18.600000000000136
0,0,-1,-1,-6,6,-10,-1,-1,-1,-3702,-0.20000000000000018,-1251,-31,15,-3.099999999999998,-370.1999999999998
1,1,-39,1,4,-4,1,-1,1,0,3479,0.7999999999999998,2657,24,-7,2.400000000000002,347.9000000000001
0,1,-6,1,-6,6,-10,-1,-1,-1,-4991,-0.7999999999999998,-3526,-4,-5,-0.40000000000000213,-499.10000000000014
0,1,-77,1,-3,3,-6,1,0,0,-2543,0.20000000000000018,-538,-20,21,-2.0,-254.29999999999995
1,1,16,3,4,-4,4,0,0,0,1729,0.40000000000000036,2306,3,19,0.3000000000000007,172.9000000000001
