blueWins,blueFirstBlood,blueActiveWards,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueCSPerMin,blueGoldPerMin,redActiveWards,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin
1,1,12,14,16,0,0,0,7.4,18982,197,39,19.7,1933.9,17,2,2,0,0,0,6.2,15535,179,48,17.9,1376.1
0,1,102,5,8,0,0,0,6.8,17268,219,36,21.9,1547.3,15,5,7,0,0,0,7,17691,221,51,22.1,1560.3
0,0,13,3,4,0,0,0,6.6,16967,182,52,18.2,1453.5,11,5,5,1,0,0,7.2,18738,241,55,24.1,1702.6
0,1,18,2,1,0,1,0,6.8,17234,239,48,23.9,1475.2,11,7,8,1,0,0,7.2,19920,218,72,21.8,1715.8
1,1,9,3,4,1,0,0,6.6,16834,184,55,18.4,1432.3,11,5,5,0,1,0,7.6,19376,243,70,24.3,1686.9
0,1,13,6,8,0,0,0,6.4,15995,178,36,17.8,1589,35,5,5,1,0,0,7,17302,202,44,20.2,1565.3
1,0,13,12,11,0,0,0,6.8,16592,179,46,17.9,1802.8,19,7,11,1,1,1,6.2,15517,176,34,17.6,1761.7
1,1,12,4,8,0,0,0,6.4,15672,193,46,19.3,1535.2,14,8,13,1,0,0,6.6,17162,191,44,19.1,1705.4
1,0,13,8,12,1,0,0,6.8,18073,237,43,23.7,1730.6,9,4,5,0,0,0,6.4,16690,218,44,21.8,1513.6
0,1,13,6,8,0,0,0,7,17373,193,55,19.3,1538,32,6,5,0,0,0,7.6,20012,242,60,24.2,1744.4
0,0,15,4,7,1,0,0,6.6,16496,225,40,22.5,1537.6,9,5,6,0,0,0,6.6,17280,201,52,20.1,1610.9
1,1,12,6,9,1,0,0,7.2,17824,235,48,23.5,1681.5,13,7,12,0,1,0,6.8,18032,179,48,17.9,1613.2
1,0,19,4,5,0,0,0,7,18063,210,51,21,1536.4,16,6,8,1,0,0,6.8,17433,229,40,22.9,1631
0,1,11,5,3,0,0,0,7,18624,205,65,20.5,1619.9,11,4,4,0,0,0,6.8,17766,218,61,21.8,1568.7
1,0,15,12,7,0,0,0,7.6,20178,189,46,18.9,1753.9,26,7,7,0,0,0,7,19413,208,63,20.8,1685.3
0,0,10,8,5,0,1,0,6.8,17736,180,42,18,1678.1,13,10,13,1,0,0,7.4,19360,188,53,18.8,1839.2
1,0,25,11,10,0,0,0,7,18112,232,34,23.2,1781.9,10,8,14,0,0,0,7,17736,222,40,22.2,1700.8
1,1,12,14,14,1,1,1,7.4,20604,250,57,25,2192.7,19,8,11,0,0,0,7,17391,174,51,17.4,1666.4
0,0,10,6,3,0,0,0,7,19161,231,60,23.1,1662.1,14,7,6,1,0,0,6.8,17741,203,60,20.3,1687
1,0,17,13,16,1,0,0,7.2,18655,225,39,22.5,1986.5,10,8,8,0,0,0,6.8,17361,210,44,21,1704.6
1,1,40,8,7,0,0,0,7.2,18748,197,48,19.7,1720.8,11,8,5,0,0,0,7,18313,222,47,22.2,1712.1
0,0,140,1,0,1,0,0,6.6,16334,220,48,22,1363.1,35,8,7,0,1,0,7.4,19652,233,55,23.3,1747
1,1,11,10,10,0,0,0,7.2,18890,229,48,22.9,1858.8,11,5,3,0,0,0,6.8,17544,214,44,21.4,1576.4
0,0,23,5,8,1,0,0,6.6,17549,186,60,18.6,1517.3,12,7,9,0,0,0,7.2,18829,227,47,22.7,1733.2
1,0,28,6,5,0,0,0,7.4,19429,250,56,25,1718.8,13,6,6,0,0,0,7.2,18266,219,72,21.9,1686.2
0,0,16,6,8,0,0,0,6.4,15296,171,50,17.1,1551.1,12,12,12,1,0,0,7.4,19376,237,52,23.7,2028.6
0,0,14,5,8,0,0,0,6.4,15825,214,35,21.4,1564.2,11,13,12,1,0,0,7.2,18932,210,59,21,1945.3
0,1,40,5,1,1,0,0,7.2,18429,187,72,18.7,1562,15,3,2,0,0,0,6.6,17033,227,54,22.7,1472.4
1,0,12,5,8,0,0,0,6.6,16572,197,45,19.7,1557.7,14,6,11,1,1,0,7,18100,239,64,23.9,1679.5
0,0,14,3,1,0,0,0,6.6,16533,195,52,19.5,1468.9,14,10,16,1,0,0,7,18684,219,48,21.9,1777.8
0,0,14,1,1,0,0,0,6.8,17522,245,49,24.5,1475.8,17,5,9,1,1,0,7.2,18879,223,60,22.3,1603.5
1,1,34,14,20,1,0,0,7.4,20153,229,51,22.9,2002.8,19,3,3,0,0,0,6.2,15459,160,60,16,1414.3
1,1,28,13,18,0,1,2,7.4,19473,257,40,25.7,2221.2,51,2,3,0,0,0,6,14062,161,52,16.1,1323.5
1,0,14,4,9,0,0,0,7,17780,215,54,21.5,1585.8,11,6,10,0,0,0,6.8,17258,213,52,21.3,1690.8
0,1,15,5,1,0,0,0,7.2,19122,237,64,23.7,1610.9,12,5,3,1,1,1,7.2,18790,248,60,24.8,1770.8
1,0,13,4,4,0,0,0,7.2,18597,222,56,22.2,1538.1,14,7,5,0,0,0,7.2,18284,194,51,19.4,1613.9
0,0,14,2,5,0,0,0,7,17305,222,52,22.2,1468,10,4,7,0,1,0,7.2,18034,234,60,23.4,1609.3
1,1,13,11,9,1,1,0,7.4,19524,226,40,22.6,1850.4,15,10,12,0,0,0,7.2,19044,187,52,18.7,1749.3
0,1,15,7,2,0,0,0,7,17640,219,38,21.9,1591.1,12,4,5,1,0,0,6.6,16625,234,45,23.4,1548.3
1,1,34,8,12,0,0,0,7.2,18170,250,56,25,1834,15,4,7,0,0,0,6.6,16733,180,63,18,1513.4
1,1,15,8,11,1,0,0,7.2,18943,197,65,19.7,1700.8,16,4,3,0,0,0,6.8,17290,205,40,20.5,1487.3
0,0,35,8,6,0,0,0,7.2,18264,217,36,21.7,1676,143,12,8,1,0,0,7,18191,199,36,19.9,1806.2
1,0,11,4,3,0,0,0,7.4,19026,266,51,26.6,1666.9,16,4,5,1,0,0,7.2,18751,238,56,23.8,1610.4
1,1,32,7,7,0,0,0,7.8,20856,217,81,21.7,1777.1,14,4,6,1,0,0,6.8,17716,239,49,23.9,1581.3
0,1,11,9,5,0,0,0,7.2,18937,236,46,23.6,1777.3,10,1,1,0,0,0,6.4,16035,204,53,20.4,1351.6
1,1,13,10,13,1,0,0,6.6,16663,190,44,19,1821.7,16,9,7,0,0,0,7,17311,192,36,19.2,1654.3
1,0,36,5,6,1,0,0,7,17993,209,52,20.9,1540.8,17,7,3,0,0,0,7.4,19746,237,56,23.7,1633.6
0,1,15,7,10,0,0,0,6.4,16497,218,44,21.8,1636,13,6,8,0,0,0,6.8,16353,207,40,20.7,1643.5
0,0,13,1,1,0,0,0,6.6,16162,202,39,20.2,1314.1,13,8,5,0,1,0,7.2,18939,214,52,21.4,1718.7
0,0,10,2,3,0,0,0,6.8,16225,195,39,19.5,1386,33,9,7,0,1,0,7.4,20017,229,52,22.9,1799.8
0,0,15,8,6,0,0,0,6.8,17109,172,57,17.2,1599.5,10,10,13,1,0,1,7.2,18308,220,44,22,1953
0,0,12,2,1,0,0,0,6.6,16650,202,48,20.2,1444.2,16,9,10,1,0,1,7,18779,225,48,22.5,1916.1
1,0,14,13,16,1,1,1,7.4,20117,226,43,22.6,2012.5,13,3,8,0,0,0,6.2,14929,179,45,17.9,1422.5
0,1,15,6,5,1,0,0,7,19007,227,56,22.7,1654.2,16,2,0,0,0,0,6.6,17015,234,44,23.4,1472.4
1,0,9,1,1,0,0,0,6.4,17306,229,50,22.9,1394.3,15,4,6,1,1,1,7,18659,244,60,24.4,1740.4
1,1,8,8,6,1,0,0,6.6,16495,215,41,21.5,1683.6,17,11,12,0,0,0,7,18591,215,51,21.5,1835.7
1,1,11,9,14,1,0,0,7,17645,199,38,19.9,1763.1,13,7,7,0,0,0,6.6,16602,188,56,18.8,1630.3
1,0,12,9,12,0,0,0,6.6,16518,181,34,18.1,1676.5,17,6,4,1,0,0,6.8,16794,182,50,18.2,1585.4
1,1,10,8,9,0,1,0,7.2,19477,233,55,23.3,1800.1,12,4,5,1,0,0,6.8,18087,228,71,22.8,1589
1,0,39,13,14,0,0,0,7,18977,201,45,20.1,1958,8,13,14,0,0,0,6.6,16780,179,32,17.9,1864.5
0,0,10,4,2,0,0,0,6.6,16999,214,40,21.4,1477.4,35,10,11,1,1,0,7.2,19815,215,52,21.5,1780.6
1,1,14,8,11,1,0,0,7,17738,202,61,20.2,1752.5,10,7,6,0,0,0,7,18795,264,54,26.4,1795
1,0,22,10,7,0,0,0,7.2,19831,240,52,24,1928,35,8,8,0,0,0,7,17779,211,40,21.1,1691.5
1,0,85,7,5,1,0,0,7.4,20365,233,59,23.3,1792.9,9,4,4,0,1,0,6.6,17001,201,52,20.1,1478.9
1,0,12,5,6,0,0,0,6.8,17843,215,43,21.5,1598.8,25,5,3,0,0,0,7.4,19680,235,71,23.5,1676.7
1,1,13,10,5,1,0,0,7.2,18566,200,62,20,1721.4,37,7,9,0,0,0,6.8,17250,162,42,16.2,1552.4
1,0,37,6,6,1,1,0,6.8,18168,188,68,18.8,1589.7,15,2,1,0,0,0,6.8,17646,215,51,21.5,1446.4
1,0,16,7,16,1,0,1,7,18188,253,53,25.3,1853.9,21,4,2,0,1,0,6.6,16663,222,42,22.2,1507.3
1,1,16,10,14,1,1,0,6.8,17869,212,42,21.2,1813.2,20,4,3,0,0,0,6.6,17733,219,49,21.9,1618.5
1,1,12,13,11,1,1,1,7.2,20346,246,48,24.6,2138.2,13,2,4,0,0,0,6.2,15481,185,51,18.5,1475.8
1,1,18,8,7,1,0,0,7.2,17776,194,55,19.4,1701.1,34,2,2,0,0,0,6,15019,201,37,20.1,1435.2
1,1,15,11,12,1,0,1,7.4,19702,221,52,22.1,2020.6,8,3,2,0,0,0,6.2,14913,187,40,18.7,1393.1
1,1,15,9,6,1,1,0,7.2,19727,208,68,20.8,1767.3,16,6,7,0,0,0,6.6,16971,216,48,21.6,1630.4
1,1,11,9,10,0,1,0,6.8,17424,183,40,18.3,1698.3,13,7,6,1,0,0,7,17732,200,64,20,1656.1
0,0,10,4,4,0,0,0,7,18041,216,56,21.6,1513.9,15,7,8,1,0,0,7,18083,244,48,24.4,1742
1,1,31,10,11,1,1,0,7.6,19522,232,47,23.2,1813.2,13,6,8,0,0,0,7.2,18008,211,44,21.1,1641
0,0,18,4,6,1,0,0,6.6,17723,186,71,18.6,1586.7,17,4,4,0,0,0,7.2,19371,253,64,25.3,1746.2
1,0,16,4,6,1,0,0,6.8,17539,222,52,22.2,1593.1,13,6,7,0,0,0,7,17790,213,64,21.3,1666.1
1,1,21,8,9,0,1,0,6.8,17779,212,52,21.2,1761,51,9,17,1,0,0,7.2,18453,229,54,22.9,1877.8
1,1,12,9,14,0,0,0,7,18537,208,40,20.8,1749.5,11,4,2,0,0,0,6.6,16609,211,50,21.1,1494.9
0,0,31,5,6,0,0,0,7.4,19157,228,44,22.8,1623,15,6,3,1,1,0,7.4,19990,239,88,23.9,1706.9
0,0,14,3,1,0,0,0,6.8,16623,230,48,23,1449.6,15,8,11,1,1,0,7,17953,223,44,22.3,1681.3
0,1,14,6,7,0,1,0,6.8,17798,216,44,21.6,1600.8,80,5,4,0,0,0,7,17976,257,47,25.7,1691.2
0,0,12,7,9,0,0,0,6.8,17782,224,36,22.4,1692.3,40,10,13,1,0,0,7,17214,199,42,19.9,1759.6
1,1,33,9,9,1,0,0,7.6,19955,239,68,23.9,1946.2,21,4,3,0,0,0,6.6,17142,209,48,20.9,1501.8
0,0,13,7,6,0,0,0,7,17266,229,43,22.9,1648.2,67,6,15,0,0,0,7,17870,194,56,19.4,1772.5
1,1,9,5,5,0,1,0,7,17700,218,39,21.8,1559.2,15,9,6,0,0,0,7.6,19206,205,51,20.5,1767
0,1,16,8,12,1,0,1,6.6,15979,194,48,19.4,1726.8,16,9,7,0,1,0,6.6,17316,214,55,21.4,1822
0,0,15,5,4,0,0,0,6.6,16733,195,56,19.5,1516.7,16,9,7,0,0,0,7,17821,215,42,21.5,1729.9
0,0,14,5,10,1,0,0,6.8,17480,203,68,20.3,1584.7,12,5,9,0,1,0,7.2,18875,256,52,25.6,1686.2
0,1,16,7,8,0,1,0,7.2,18737,204,44,20.4,1633.3,13,4,4,1,0,0,6.8,18152,234,60,23.4,1581.6
1,0,18,5,6,0,0,0,6.8,17171,220,45,22,1603.2,13,9,10,1,0,0,7,18423,225,40,22.5,1825.4
1,0,10,5,3,1,0,0,7,18318,216,52,21.6,1576.2,12,6,5,0,0,0,7,18671,221,48,22.1,1597
0,0,53,3,4,0,0,0,6.8,17146,200,49,20,1474.9,14,6,5,0,0,0,7.4,20565,246,70,24.6,1726.2
1,1,17,4,9,0,1,0,6.8,17336,215,57,21.5,1540.5,15,4,5,1,0,0,7.2,19301,249,71,24.9,1600.6
1,0,11,7,4,1,0,0,7,18235,221,55,22.1,1677.5,19,4,7,0,0,0,6.4,15932,213,45,21.3,1502.2
0,1,11,2,1,1,0,0,6.8,18007,202,55,20.2,1466.7,11,3,5,0,0,0,7.2,19236,239,60,23.9,1541.8
1,1,13,7,6,0,1,0,6.8,18063,241,51,24.1,1740.9,13,6,7,1,0,0,7,17956,173,54,17.3,1597.9
1,1,11,5,5,1,0,0,6.6,17219,228,43,22.8,1570.6,18,6,4,0,0,0,7,18456,229,56,22.9,1617.5
1,1,10,9,7,1,0,0,6.6,16716,188,44,18.8,1646.6,39,7,7,0,0,0,7,18034,232,40,23.2,1756.5
1,0,14,12,12,0,0,1,7.2,19713,200,64,20,2019,14,5,4,1,0,0,6.4,15798,149,46,14.9,1463.7
1,1,11,9,13,0,0,0,7.2,19121,204,56,20.4,1740.8,73,4,2,0,0,0,6.8,17762,227,48,22.7,1531.7
0,0,13,4,5,1,0,0,7,17848,228,59,22.8,1559.1,15,8,6,0,0,0,7.4,19423,236,42,23.6,1754.2
1,1,14,6,7,1,0,0,7.2,18288,211,60,21.1,1641,14,6,5,0,0,0,7,18312,203,48,20.3,1631.4
0,0,16,9,9,0,0,0,7.2,18784,219,43,21.9,1785.4,14,6,7,0,1,0,6.6,16407,202,40,20.2,1609.2
1,1,14,8,9,0,1,0,7.2,19173,233,50,23.3,1724.3,47,2,0,0,0,0,6.6,17813,222,45,22.2,1416.1
1,1,65,9,17,1,0,0,7.2,18514,189,40,18.9,1698.7,19,3,5,0,0,0,6.4,15127,172,43,17.2,1437.9
0,1,14,5,3,0,0,0,6.4,16417,204,28,20.4,1481.8,11,3,3,0,0,0,7.4,18831,231,59,23.1,1627.8
1,1,16,11,11,1,0,0,7.4,19659,232,49,23.2,1863.3,14,3,3,0,0,0,6.8,17082,209,57,20.9,1484.9
0,1,14,10,8,0,0,0,6.8,17314,202,44,20.2,1756.6,15,12,12,1,1,0,7,19098,214,55,21.4,1961.9
0,0,12,4,4,0,0,0,6.6,16196,198,41,19.8,1495.6,15,7,2,0,0,0,7.2,18912,246,55,24.6,1697.6
0,0,12,8,9,1,0,0,7.2,19094,224,56,22.4,1820.6,12,6,6,0,0,0,7.4,19186,220,68,22,1706.9
0,1,15,6,11,0,0,0,7,16369,204,34,20.4,1575.8,14,8,9,0,0,0,7,17947,213,48,21.3,1731.9
0,0,13,1,1,0,0,0,7.2,18155,268,60,26.8,1563.2,11,4,6,1,1,0,7.2,19440,238,78,23.8,1623
0,0,12,7,8,0,0,0,6.6,16530,181,36,18.1,1627.8,14,9,10,1,0,0,7,18198,212,52,21.2,1810.7
1,1,54,11,10,1,0,0,7.2,18732,215,44,21.5,1713.1,13,4,3,0,0,0,6.8,16841,188,56,18.8,1509.5
1,1,12,8,9,1,0,0,6.8,18177,203,43,20.3,1679.5,14,10,9,0,0,0,7.2,19084,221,60,22.1,1817.6
1,1,16,12,20,1,0,0,7,17872,210,56,21,1907,12,7,9,0,0,0,6.6,16505,205,38,20.5,1682.3
1,1,10,5,5,1,0,0,7,18392,227,62,22.7,1599.3,12,5,6,0,0,0,7.2,18320,243,46,24.3,1679.3
0,1,13,6,6,0,0,0,6.6,16563,188,44,18.8,1571.5,12,6,7,0,1,0,7,17542,237,36,23.7,1654.1
1,1,16,11,9,1,0,0,7.2,18852,204,55,20.4,1858.3,14,3,2,0,0,0,6.4,16171,202,48,20.2,1430.3
0,1,12,9,11,1,0,0,6.6,16664,200,35,20,1684.8,15,9,12,0,0,0,7,19355,214,54,21.4,1782.1
1,1,35,8,11,1,0,0,7.2,19715,206,71,20.6,1790.3,12,4,4,0,0,0,7,17716,234,43,23.4,1593.3
1,0,18,3,5,0,1,0,6.6,16522,195,52,19.5,1472.4,15,6,7,1,0,0,7,17998,225,52,22.5,1658.2
0,0,11,8,9,0,0,0,6.6,16354,201,40,20.1,1637.1,12,11,11,1,0,0,7.2,18356,190,52,19,1823.8
1,1,14,7,14,1,1,0,6.2,14758,192,32,19.2,1657.1,11,9,16,0,0,0,6.8,17159,187,54,18.7,1725.5
1,1,13,4,6,0,0,0,6.8,17126,225,44,22.5,1544.5,40,9,8,1,0,0,7.4,20064,221,68,22.1,1850.1
0,1,14,4,2,0,0,0,6.2,15464,181,43,18.1,1398,23,10,12,0,0,0,7.4,19811,228,44,22.8,1831
1,0,14,11,6,0,0,0,7,18165,178,50,17.8,1798.4,15,13,10,1,0,0,6.8,18060,210,50,21,1933.2
1,0,28,8,11,0,0,0,7.2,18523,238,47,23.8,1758.8,9,6,9,1,0,0,6.8,17810,192,48,19.2,1578.8
0,1,12,6,8,0,0,0,7.2,18838,222,50,22.2,1632.6,13,5,1,1,0,0,6.8,18243,231,56,23.1,1581.7
0,0,14,7,9,0,0,0,6.8,17644,233,48,23.3,1761,11,4,4,0,0,0,6.6,16671,212,62,21.2,1572.7
0,1,22,8,9,0,0,0,6.8,17944,209,44,20.9,1723.8,13,8,10,0,0,0,7,17947,187,44,18.7,1634.4
0,0,10,6,3,1,0,0,6.4,16415,206,45,20.6,1560.2,14,10,7,0,0,0,7.4,19352,238,48,23.8,1866.2
0,0,14,7,8,0,0,0,6.8,17025,188,39,18.8,1561.5,18,9,7,0,1,0,7.2,19804,250,52,25,1898.5
0,1,10,6,7,1,0,0,6.6,16193,191,43,19.1,1513.8,12,5,5,0,0,0,7,17253,206,56,20.6,1559
1,1,13,8,8,1,0,0,7.2,19358,253,52,25.3,1802.1,21,5,4,0,0,0,7,17594,237,47,23.7,1623.1
0,1,14,2,5,0,1,0,6.6,17160,227,56,22.7,1506.3,14,1,0,1,0,0,7,18315,217,68,21.7,1427.3
1,1,17,7,8,1,0,0,6.6,17813,215,64,21.5,1756.1,13,5,1,0,1,1,6.6,17402,218,44,21.8,1701.6
1,0,30,7,10,0,1,0,7.2,19541,257,56,25.7,1769.6,14,1,1,1,0,0,6.6,17038,239,47,23.9,1417.8
1,1,14,5,5,1,1,0,6.8,18505,226,64,22.6,1654.8,30,4,5,0,0,0,7,17982,226,52,22.6,1576.8
0,1,11,3,2,1,0,0,6.6,17048,206,53,20.6,1461,28,2,2,0,0,0,7,18358,249,57,24.9,1536.8
1,1,50,17,26,0,0,0,6.8,18469,194,51,19.4,2060.4,18,6,6,1,0,0,6.4,15837,202,32,20.2,1603.9
0,1,52,9,8,1,0,0,7.2,19290,206,56,20.6,1769.8,13,6,5,0,0,0,6.8,18186,229,52,22.9,1697.2
0,1,13,4,3,0,0,0,6.8,16981,207,44,20.7,1502.1,37,4,5,1,1,0,7,17937,249,48,24.9,1627.5
0,0,12,3,2,0,0,0,6.8,17102,210,64,21,1522.6,19,7,7,0,0,0,6.6,17320,215,44,21.5,1643.3
0,1,30,3,4,0,1,1,7,18451,263,52,26.3,1706.4,14,4,5,1,0,0,7.2,19887,214,72,21.4,1589.7
0,1,13,1,1,0,0,0,6.8,17418,266,45,26.6,1522.1,9,3,4,1,0,0,6.6,17881,240,46,24,1540
0,1,26,10,9,0,1,0,7.2,19155,206,44,20.6,1797.2,10,4,3,0,0,0,6.8,17841,226,59,22.6,1560.9
1,0,14,9,9,0,0,0,7.2,19393,227,44,22.7,1815.1,13,7,9,0,0,0,7,17787,226,60,22.6,1730.4
1,1,15,13,16,1,0,0,7.6,20507,240,40,24,1977.3,11,2,4,0,0,0,6.6,16543,203,64,20.3,1415.1
1,1,11,5,5,0,0,0,7,18089,235,62,23.5,1626.2,11,4,4,0,0,0,6.8,17239,228,43,22.8,1579.5
0,1,16,7,8,1,0,0,7,17819,200,55,20,1704.4,8,7,7,0,0,0,7,17678,209,56,20.9,1715.9
1,1,17,7,9,0,0,0,7.2,19532,213,59,21.3,1756.2,10,1,2,1,0,0,6.8,17371,215,62,21.5,1405
0,0,16,3,4,0,0,0,6.8,16898,204,48,20.4,1436.4,18,6,5,1,0,0,7,18359,208,55,20.8,1720.9
1,1,18,9,10,0,0,0,7.2,18853,211,60,21.1,1785.5,38,2,1,1,0,0,6.6,15857,211,44,21.1,1377.9
1,1,16,6,6,1,1,0,6.4,16649,195,48,19.5,1587.4,18,9,11,0,0,0,7.2,19056,228,58,22.8,1768
1,0,14,6,6,0,0,0,7,18851,228,56,22.8,1688.1,12,7,6,0,0,0,7,18550,233,44,23.3,1709.7
0,1,14,11,8,0,1,0,7.2,18502,192,44,19.2,1806,11,5,3,0,0,0,6.6,18086,204,56,20.4,1642.5
0,0,14,4,2,0,0,0,6.8,16691,201,44,20.1,1510.6,16,10,14,0,0,0,6.8,17927,192,51,19.2,1818.7
1,1,31,4,3,0,0,0,7.6,19703,241,60,24.1,1645.4,122,1,1,0,0,0,6.6,17010,211,55,21.1,1374.3
1,1,14,8,13,1,0,0,6.8,18559,247,50,24.7,1807.8,14,1,0,0,0,0,6,13864,166,46,16.6,1272.4
0,0,14,4,4,0,0,0,6.6,17024,212,43,21.2,1530,17,5,5,0,0,0,6.8,17559,232,48,23.2,1548.8
1,1,12,7,1,1,1,1,7.6,20248,252,73,25.2,1891.9,56,3,5,0,0,0,6.8,16873,230,38,23,1493.6
1,1,15,2,4,0,1,0,6.4,17312,251,64,25.1,1556.5,19,4,8,1,0,0,7.4,19714,267,62,26.7,1675
1,1,12,11,17,1,0,0,7,18514,204,49,20.4,1855.3,13,2,1,0,0,0,6.8,17092,210,60,21,1429.3
1,0,13,3,2,0,0,0,7.2,19375,269,64,26.9,1663.9,36,3,4,1,0,0,7,17869,216,56,21.6,1580.4
1,1,17,8,7,0,0,0,7,18951,211,49,21.1,1827.3,10,6,7,0,0,0,6.4,16429,195,32,19.5,1539.4
1,1,10,6,5,0,0,0,7,18074,203,65,20.3,1656,46,8,7,1,0,0,7.4,19331,223,52,22.3,1696.7
0,0,12,5,7,0,0,0,5.6,12556,123,18,12.3,1374.2,13,10,11,1,0,0,6.8,17920,218,40,21.8,1944.7
0,0,12,9,12,1,0,0,7,19083,221,40,22.1,1752.5,32,5,2,0,0,0,7.4,18718,218,60,21.8,1625.5
0,1,14,4,5,1,0,0,6.8,17144,210,45,21,1512.3,7,9,16,0,1,0,7,17923,216,36,21.6,1832.7
0,0,13,4,4,0,0,0,6.4,15538,184,32,18.4,1468.6,14,7,4,0,1,1,7,18745,262,46,26.2,1861.3
1,0,27,8,12,1,0,0,6.6,17656,215,42,21.5,1695.7,13,7,11,0,0,0,6.8,16998,207,40,20.7,1687.9
1,0,6,4,3,0,0,0,7.2,19731,276,56,27.6,1679.6,12,2,4,0,0,0,6.8,17631,232,59,23.2,1500.7
0,1,81,10,12,0,0,0,7.2,19027,212,47,21.2,1859.2,12,7,4,1,1,0,7,18349,233,44,23.3,1701.5
0,0,35,8,10,0,0,0,6.6,17513,176,43,17.6,1641.1,15,4,4,0,0,0,6.6,16511,208,47,20.8,1582.1
0,1,28,5,4,0,0,0,6.6,16849,223,49,22.3,1573,10,4,3,1,0,0,7,18257,220,61,22,1611.4
1,0,21,4,2,1,0,0,7.2,18728,256,56,25.6,1630.2,11,5,3,0,1,0,6.8,18061,224,52,22.4,1598.7
0,1,12,4,2,0,1,0,6.6,16928,217,52,21.7,1544.7,15,2,2,1,0,0,6.8,17961,228,64,22.8,1486.7
1,1,12,6,7,0,1,1,6.6,17431,223,36,22.3,1729.9,13,3,4,1,0,0,7,18160,226,60,22.6,1542.9
1,0,17,8,8,1,1,0,6.8,18340,229,55,22.9,1750,6,3,3,0,0,0,6.6,16226,215,28,21.5,1419.2
0,0,9,4,5,1,0,0,7.2,19051,210,83,21,1565.9,8,7,15,0,1,1,7,17917,233,48,23.3,1820.1
0,0,15,7,8,0,0,0,7,17910,223,40,22.3,1628.6,13,6,8,0,0,0,7,17349,196,52,19.6,1591.7
0,1,22,3,6,1,0,0,6.8,17847,239,47,23.9,1533.5,17,2,1,0,0,0,6.8,18801,248,63,24.8,1514.8
0,0,14,8,6,1,1,0,7.2,19502,237,59,23.7,1774.4,11,5,3,0,0,0,7.2,18767,231,60,23.1,1663.5
1,1,11,9,10,1,0,0,7.4,19457,213,52,21.3,1759.2,14,6,9,0,1,0,6.8,17323,211,42,21.1,1602
0,0,20,3,4,1,0,0,7,17644,201,72,20.1,1573.2,12,9,12,0,1,0,7.2,17846,202,48,20.2,1781.2
0,1,22,5,6,0,0,0,7,17851,222,53,22.2,1654.4,11,11,17,1,0,0,7.2,19582,227,48,22.7,1947.3
1,0,79,11,14,0,0,0,7,18431,215,31,21.5,1891.3,11,11,11,1,0,0,7,17509,200,24,20,1747.2
1,0,15,6,5,0,0,0,7.2,18596,225,46,22.5,1675.7,9,5,7,0,0,0,6.6,16402,205,65,20.5,1588.4
1,1,15,4,2,0,0,0,7,18347,212,59,21.2,1615.2,138,8,14,1,0,0,7,18849,196,53,19.6,1678.5
0,1,82,2,2,0,1,0,7,18312,224,48,22.4,1450.5,13,2,1,1,0,0,7.2,18905,253,67,25.3,1534.3
1,1,11,4,6,0,0,0,6.8,17478,236,44,23.6,1557.5,15,6,10,0,0,0,6.8,17207,245,39,24.5,1667.3
0,1,47,6,12,0,1,0,7.2,19397,257,40,25.7,1818.7,12,5,4,1,0,0,7,18387,248,52,24.8,1627.8
1,1,13,8,3,0,1,0,6.8,18357,223,40,22.3,1667.4,79,10,11,0,0,0,7,19073,209,50,20.9,1825.1
0,0,12,8,8,1,0,0,6.6,16233,187,36,18.7,1602.8,13,8,7,0,0,0,6.8,16841,184,43,18.4,1675.6
0,1,11,5,6,0,0,0,7,17878,221,51,22.1,1615.7,114,6,6,1,0,0,6.8,16663,199,41,19.9,1601.5
0,0,14,6,5,0,0,0,7,18578,228,44,22.8,1577.3,12,9,11,1,0,0,7,18600,222,56,22.2,1784.2
1,1,12,4,5,0,0,0,7,18608,248,52,24.8,1726.2,11,3,2,1,1,0,6.8,17408,197,69,19.7,1558.9
0,0,15,3,3,1,0,0,6.4,15957,192,53,19.2,1436.7,15,10,13,0,0,0,7.4,19193,249,48,24.9,1945.2
1,0,11,5,10,1,0,0,7,17708,174,66,17.4,1538.7,16,4,4,0,0,0,6.8,16362,213,48,21.3,1505
1,0,39,3,1,1,0,0,7.2,18992,226,59,22.6,1532.6,11,4,5,0,0,0,6.6,17023,222,43,22.2,1555.9
1,1,17,7,11,0,0,0,7.2,18904,219,57,21.9,1686.7,17,4,6,1,0,0,7,17416,210,54,21,1594.7
1,1,37,3,0,1,0,0,6.8,17402,201,54,20.1,1416.2,11,3,4,0,0,0,6.8,16710,240,45,24,1524
0,0,13,5,6,1,0,0,6.8,18163,212,46,21.2,1625.3,12,5,2,0,0,0,7.2,19334,243,55,24.3,1627
0,0,11,1,2,1,0,0,6.6,16529,229,49,22.9,1404.1,14,9,5,0,0,0,7.4,20852,234,79,23.4,1841.8
1,1,13,8,9,0,0,0,7.2,19471,247,64,24.7,1805.1,13,4,4,0,0,0,6.6,16561,233,40,23.3,1548.8
